,cord_uid,sentence_id,section,sentence
22291,scs7hkhr,scs7hkhr8422291,Management and Control,"Lopinavir and ritonavir have been used in MERS patients alongside interferon and ribavirin, however, as in SARS patients, the efficacy remains unclear."
22294,scs7hkhr,scs7hkhr8422294,Management and Control,"Antimalarials such as chloroquine, amodiaquine, or mefloquine have all been found to have antiviral activity against SARS-and MERS-CoV. A widely used antidiarrheal agent, loperamide, was found to be inhibitory to coronavirus replication through in vitro screening."
22302,scs7hkhr,scs7hkhr10022302,Management and Control,"No treatments are currently licensed, although cidofovir has been suggested to have therapeutic potential in pediatric patients."
22328,scs7hkhr,scs7hkhr7322328,Highly Pathogenic Coronaviruses-MERS-CoV,"In addition to camels, MERS-CoV has been found in sheep, goats, cows, water buffalo and alpaca, suggesting the virus could become more widespread."
22333,scs7hkhr,scs7hkhr7522333,Highly Pathogenic Coronaviruses-MERS-CoV,"Of all MERS cases to date, around 66% have been in males."
22380,scs7hkhr,scs7hkhr1322380,Pathogenesis and Clinical Features,"To date, very few protective factors have been found, although breast feeding, and the level of maternally derived antibodies correlate with a decreased likelihood of hospitalization."
22531,scs7hkhr,scs7hkhr9622531,Epidemiology,"Adenoviruses have a high degree of environmental stability, they are unperturbed across a pH range of 5-9 and are resistant to isopropyl alcohol, ether, and chloroform."
22566,scs7hkhr,scs7hkhr12022566,Enterovirus-D68,"To date, there is no effective antiviral therapy or vaccine against EV-D68 and care is supportive and symptomatic."
27629,bpu3hpbn,bpu3hpbn1427629,Inadequate supplies,"Having inadequate basic supplies (eg, food, water, clothes, or accommodation) during quarantine was a source of frustration 10,31 and continued to be associated with anxiety and anger 4-6 months after release."
27632,bpu3hpbn,bpu3hpbn1427632,Inadequate supplies,"Participants reported receiving their masks and thermometers late or not at all; 13 food, water, and other items were only intermittently distributed; 24 and food supplies took a long time to arrive."
27665,bpu3hpbn,bpu3hpbn3827665,Conclusion,"This can be achieved by: telling people what is happening and why, explaining how long it will continue, providing meaningful activities for them to do while in quarantine, providing clear communication, ensuring basic supplies (such as food, water, and medical supplies) are available, and reinforcing the sense of altruism that people should, rightly, be feeling."
27746,bpu3hpbn,bpu3hpbn827746,The psychological impact of quarantine,"3 years after the SARS outbreak, alcohol abuse or full-text articles excluded 10 population not quarantined 6 quarantined in hospital wards 5 psychological effect not discussed 4 isolation because of psychological disorder 2 review article 1 not peer-reviewed dependency symptoms were positively associated with having been quarantined in healthcare workers."
27766,bpu3hpbn,bpu3hpbn1727766,Stressors post quarantine Finances,Many became depen dent on their families to provide for them financially during quarantine which was often hard to accept and could cause conflicts.
31513,uwj62cuv,uwj62cuv631513,Discussion,"Leukopenia, lymphopenia, anemia, elevation of liver enzymes and lactate dehydrogenase, have been reported in different series."
31548,uwj62cuv,uwj62cuv231548,Case reports Case 1,"On hospital day 12, after a 6-day course of levofloxacin, her fever abated with improved appetite and physical activity."
31561,uwj62cuv,uwj62cuv531561,Case 2,Parenteral cefepime and oral clarithromycin therapy were initiated.
31563,uwj62cuv,uwj62cuv531563,Case 2,Antimicrobial therapy was shifted to oral moxifloxacin.
2668,13jupb26,13jupb26402668,Some rule-of-thumb principles for design of inhibitors,"Type II transmembrane serine proteases are likely targets for cleavage activation of 2019-nCoV based on studies of SARS-CoV, but they still require clarification as to the natural sequences typically cleaved, and as discussed in Section 4.7, the relation between KRSFIEDLLFNKV from 2019-nCoV and a model substrate sequence for type II transmembrane serine proteases, AEAALRKLLEVA, is probably not significant."
2669,13jupb26,13jupb26402669,Some rule-of-thumb principles for design of inhibitors,Trypsin cleaves peptides on the C-terminal side of lysine (K) and arginine (R) amino acid residues.
2670,13jupb26,13jupb26402670,Some rule-of-thumb principles for design of inhibitors,If a proline residue (P
2680,13jupb26,13jupb26412680,Some rule-of-thumb principles for design of inhibitors,"Rather, it is that if one or more N-H⋯O--C (i.e. amide group…carbonyl group) hydrogen bonds are formed between the backbone of the loop on the originating protein and the binding site, they will now be unstable NH⋯HN or C--O⋯O--C interactions, unless accommodated correctly by conformational change or intervening water."
2681,13jupb26,13jupb26412681,Some rule-of-thumb principles for design of inhibitors,"The latter is not unreasonable, since simulations of peptides in water have shown that one or two water molecules can often intervene even between correctly paired NH and O--C groups in the manner N-H⋯O-H⋯O--C. [46] , typically by pointing water hydrogen atoms at the oxygen lone pair electron clouds or positions in which they would occur if represented [47] ."
2684,13jupb26,13jupb26412684,Some rule-of-thumb principles for design of inhibitors,Consequently the original sequence below is replaced by the one below that to emulate a lysine (K) at the new N-terminus and an aspartate (D) at the C-terminus.
2693,13jupb26,13jupb26412693,Some rule-of-thumb principles for design of inhibitors,The one debatable exception to this not seen above but seen in the original proposal for the retroinverso peptide [2] is the proline (P
2707,13jupb26,13jupb26332707,"Absence of a clear ""PIGAG"" (S1/S2 related) site in some coronaviruses","The interest point alluded to above is that while the so-called FIEDLL motif clearly evident and retains the cleavage arginine R, though the PIGAG motif is essentially missing, here more correctly meaning that it is highly modified with the cleavage arginine R missing."
2710,13jupb26,13jupb26332710,"Absence of a clear ""PIGAG"" (S1/S2 related) site in some coronaviruses","Query"" indicates the 2019-nCoV sequence and the Sbjct a pig virus sequence such as GenBank AZL47249.1 also typical of a large number of pig diarrhea coronaviruses differing by just one or two amino acid residue differences in the spike protein, and which did not align well particularly on the N-terminal side of the FIEDL motif."
2711,13jupb26,13jupb26342711,"Absence of a clear ""PIGAG"" (S1/S2 related) site in some coronaviruses","Compare for example variations in the ""PIGAG"" region of S glycoprotein [SARS coronavirus BJ302] ID: AAR07628 with respect to the 2019-nCoV spike glycoprotein where there are significant variations in the vicinity but in which the PIGAG motif is preserved, and the cleavage arginine is found."
2713,13jupb26,13jupb26352713,"Absence of a clear ""PIGAG"" (S1/S2 related) site in some coronaviruses","In consequence of the loss of the ""PIGAG"" site and cleavage arginine in some cases, the focus is on the S2' section DPSKPSKRSFIEDLLFNKV (the arginine constituting the cleavage point is underlined)."
2741,13jupb26,13jupb26132741,Q-UEL tools,"The various components can be seen as interchangeable and/or ""reusable"" parts, the essence of a ""cartridge"" approach to synthetic vaccines intended to facilitate a quicker response to new infectious diseases."
2784,13jupb26,13jupb26512784,Preliminary studies on the proposed peptides and smaller ligands using a model pharmacophore for 2019-nCoV antagonism,"[48] , initial studies comprised simply superimposing the smaller analogues into the steroid core of carbenoxolone using the position of the analogous ketone O11 atom on C11 of the steroid-like framework of carbenoxelone and serine 170 side chain oxygen atom as a pivot, removing the carbenoxolone, and initially locally minimizing the energy of the new enzyme-ligand system."
2788,13jupb26,13jupb26512788,Preliminary studies on the proposed peptides and smaller ligands using a model pharmacophore for 2019-nCoV antagonism,"In the present system, however, despite significant and differing conformational adjustments by the protein to accommodate these two ligands, there is a negative electrostatic tension in the region of the ketone group because due to close approach of the serine 170 side chain oxygen atom the phenolic oxygen of Tyr 183 and also by oxygen O7N in the NADP cofactor."
2790,13jupb26,13jupb26512790,Preliminary studies on the proposed peptides and smaller ligands using a model pharmacophore for 2019-nCoV antagonism,"However, it is to be recalled that there is catalysis to consider (including a serine protease type of mechanism) for the proteolysis that is believed to be required to activate the virus for entry."
2791,13jupb26,13jupb26512791,Preliminary studies on the proposed peptides and smaller ligands using a model pharmacophore for 2019-nCoV antagonism,"Also, this is at a cut at the lysine residue following an arginine, both carrying a positively charged sidechain."
2824,13jupb26,13jupb26102824,Peptides as the bases of potential therapeutics and vaccines. Previous work,"Importantly there is also the possibility that, as in the case of peptide analogues of the heptad repeats, they might serve as the basis for design for inhibitors of cell entry, not by binding to the coronavirus, but to the trypsin-like proteases of the lung in a preventative manner, prior to virus exposure."
2858,13jupb26,13jupb26372858,Design of synthetic peptides as a basis for diagnostics and vaccines,"To bring it to the length of circa 20 amino acid residues considered in the author's experience (and frequently by other workers) as most suitable as a basis of a B-epitope for vaccine and diagnostic design, it was noted that the preceding serine (S) and following leucine (L) and alanine (A) are found in 2019-nCoV, well conserved in human host (AAR07628.1) and bat host species, and represent fairly conservative substitutions in the next most related coronaviruses, the pig host species."
2862,13jupb26,13jupb26372862,Design of synthetic peptides as a basis for diagnostics and vaccines,The ends of the peptide are thus selected on the rationale that (a) the exposed N-terminal NH 3 þ -glycine (G) mimics (albeit imperfectly) the positively charged lysine (K) in the KPS triplet and (b) cysteine-(COO À ) provides a means for a Cys-S-S-Cys disulfide link to a carrier protein and the exposed carboxy terminus mimics (again albeit imperfectly) the aspartate (D) in the LAD triplet.
2868,13jupb26,13jupb26392868,Design of synthetic peptides as a basis for diagnostics and vaccines,of proline (P) or serine (S) and RG pairs that are in common motifs with special functional roles.
2870,13jupb26,13jupb26392870,Design of synthetic peptides as a basis for diagnostics and vaccines,"Asparagine (N) and serine (S) or threonine (T) should be avoided in patterns NXS or NXT (where X is not a proline) because the S or T is likely to be glycosylated in extracellular proteins, unless the designer is going to arrange for glycosylation of the synthetic peptide."
2872,13jupb26,13jupb26392872,Design of synthetic peptides as a basis for diagnostics and vaccines,"Cysteine C should be avoided (perhaps replaced by serine S) not least because of the formation of unwanted Cys-Cys S-S disulfide bonds, although at either end of the peptide a Cys (C) already present or added can provide the link to a carrier protein that is essential for B immune system antibody response and T system memory."
